date,actual_return,actual_vol,garch_1d,gjr_1d,egarch_1d,har_1d,ms_1d
2019-01-02,0.001268,0.1268,1.9456213550313621,1.9422985699073056,3.1274585331186877,1.9831746856744616,2.3043790462779636
2019-01-03,-0.025068,2.5068,1.6813955252380144,1.8490657965172703,3.0668100108232745,1.784516192753655,2.3043790462779636
2019-01-04,0.033759,3.3758999999999997,1.7667930474235063,1.9961823761076385,3.1954857077531935,2.1004719496103728,2.3043790462779636
2019-01-07,0.006986,0.6986,1.966277670274642,2.074256604739353,3.2127429862804107,2.636084645321542,2.3043790462779636
2019-01-08,0.009649,0.9649,1.870759673952484,1.9815237713397993,3.1627051483954416,1.7754738145633127,2.3043790462779636
2019-01-09,0.00409,0.409,1.7920606969479527,1.9012984936605586,3.1212557850468254,1.7948182401012087,2.3043790462779636
2019-01-10,0.004508,0.4508,1.697411386742206,1.8133431940030242,3.067783562142622,1.7217934499236542,2.3043790462779636
2019-01-11,-0.000146,0.0146,1.607469359936153,1.7308808861155052,3.0174678028346307,1.599580290888832,2.3043790462779636
2019-01-14,-0.005271,0.5271,1.5152109893375683,1.6494156017587098,2.9591458429901523,1.3429472251358205,2.3043790462779636
2019-01-15,0.010665,1.0665,1.199478886763627,1.5849499975397938,2.9410589611889026,1.375073781475016,2.3043790462779636
2019-01-16,0.00222,0.22200000000000003,1.3941263579073655,1.5342328568003323,2.9109158355755027,1.4874541616130563,2.3043790462779636
2019-01-17,0.007563,0.7563,1.315027270798897,1.4649399934365346,2.861120916788778,1.3509554083684627,2.3043790462779636
2019-01-18,0.013097,1.3096999999999999,1.2600730073504172,1.4109068860301526,2.8264067469488205,1.4137667426771645,2.3043790462779636
2019-01-22,-0.014258,1.4258,1.2564794165796986,1.385639084327356,2.806726045151939,1.573179180195314,2.3043790462779636
2019-01-23,0.0022,0.22,1.265590410339876,1.4278714888980355,2.8624758413890614,1.6467186663483229,2.3043790462779636
2019-01-24,0.001375,0.13749999999999998,1.1917756159928665,1.3648210652565276,2.8144969759328493,1.3885879643004255,2.3043790462779636
2019-01-25,0.008453,0.8453,1.1200172838556146,1.3047857881229434,2.766321136191529,1.375116532952753,2.3043790462779636
2019-01-28,-0.007878,0.7878,1.0865144542439809,1.264671150529984,2.7374166173614682,1.4514943703645564,2.3043790462779636
2019-01-29,-0.001457,0.1457,1.0506274369207294,1.2454987234085968,2.7474272663623607,1.3924587700179851,2.3043790462779636
2019-01-30,0.01543,1.543,0.8712129294341314,1.192905641661135,2.709145727044615,1.1723386535894822,2.3043790462779636
2019-01-31,0.008561,0.8560999999999999,0.9770867639642432,1.2042648046614517,2.6997220897021523,1.5351648965502043,2.3043790462779636
2019-02-01,0.000898,0.0898,0.9517526241806354,1.1724893775984209,2.673591003511658,1.352762546199443,2.3043790462779636
2019-02-04,0.006753,0.6753,0.9648758568822389,1.1220944632927101,2.629497636065561,1.2356422902280417,2.3043790462779636
2019-02-05,0.004697,0.4697,0.8925219267044001,1.0823633033795963,2.601431418724702,1.2954240928746075,0.9779518751360138
2019-02-06,-0.002227,0.22269999999999998,0.912391344334366,1.0433837501082455,2.569368972886919,1.2438080538813054,0.9779518751360138
2019-02-07,-0.009401,0.9400999999999999,0.8643564289225043,1.004785888096766,2.5433810024329673,1.110789906823068,0.9779518751360138
2019-02-08,0.000676,0.0676,0.8834230941683668,1.0219180579468203,2.5721180542601085,1.2404966656948337,0.9779518751360138
2019-02-11,0.000709,0.0709,0.8421882299454271,0.9799739731227223,2.531211290789105,1.1052743147291535,0.9779518751360138
2019-02-12,0.012808,1.2808,0.8045954001627399,0.9406650899607775,2.491862064258823,1.0922950789965138,0.9779518751360138
2019-02-13,0.003019,0.3019,0.8651146933215442,0.9579250716106195,2.4838958813116094,1.3656750320262872,0.9779518751360138
2019-02-14,-0.002655,0.26549999999999996,0.8077570580438928,0.9228808556860193,2.451932243277254,1.1516135360006845,0.9779518751360138
2019-02-15,0.01082,1.082,0.7990281329541329,0.892693263774864,2.4333439631382845,1.1261055692518354,0.9779518751360138
2019-02-19,0.001498,0.1498,0.8332177692381062,0.8999179596286733,2.4225159403688057,1.3128205656143568,0.9779518751360138
2019-02-20,0.001776,0.1776,0.7973750673547728,0.8668966814817495,2.3889689053838765,1.1499455664073843,0.9779518751360138
2019-02-21,-0.003533,0.3533,0.765006961485363,0.8363950414019099,2.357280809076756,1.106174269995465,0.9779518751360138
2019-02-22,0.006391,0.6391,0.7410749261513767,0.8177339930847879,2.348573591348726,1.114623217011022,0.9779518751360138
2019-02-25,0.001231,0.12310000000000001,0.7184061491550905,0.8038447694708912,2.329702370693829,1.160037772316057,0.9779518751360138
2019-02-26,-0.000791,0.0791,0.7121186395833068,0.7763633107792646,2.2987215275686235,1.0669431221485053,0.9779518751360138
2019-02-27,-0.000544,0.0544,0.6475726050063261,0.7505174836893682,2.2716062622957436,1.064967726130703,0.9779518751360138
2019-02-28,-0.00283,0.28300000000000003,0.6636641866465902,0.7262709240888544,2.2435844169106467,1.0602695312513701,0.9779518751360138
2019-03-01,0.006872,0.6871999999999999,0.6487368532676465,0.7110213934187128,2.2335065911557677,1.0691480445195605,0.9779518751360138
2019-03-04,-0.003888,0.3888,0.6625340390807994,0.7101931134166948,2.2197646712846795,1.135195837906394,0.9779518751360138
2019-03-05,-0.001132,0.1132,0.6516823790433947,0.7036913353740838,2.2184217215961874,1.0780334060686618,0.9779518751360138
2019-03-06,-0.006545,0.6545,0.6310725430131017,0.6842723389210551,2.1965666596358497,1.0521053277595358,0.9779518751360138
2019-03-07,-0.008159,0.8159,0.6429443637408782,0.7088954190039011,2.2160221446464408,1.132297637416947,0.9779518751360138
2019-03-08,-0.002134,0.2134,0.6700560096310392,0.7527948059825991,2.2470568362405614,1.1842270438982552,0.9779518751360138
2019-03-11,0.01456,1.456,0.6521480086231779,0.7313954757702609,2.2316834808083437,1.0760980493895527,0.9779518751360138
2019-03-12,0.002949,0.2949,0.7706950674645313,0.7943410231914536,2.2371890715877383,1.4222712141501002,0.9779518751360138
2019-03-13,0.006926,0.6926,0.7599513803043255,0.7704887100040594,2.213590713359374,1.1435894351995388,0.9779518751360138
2019-03-14,-0.000868,0.0868,0.756915198796229,0.7641759849759482,2.2006460598466817,1.2054387497504797,0.9779518751360138
2019-03-15,0.004973,0.4973,0.7123851785989289,0.7398808058812955,2.177424343832958,1.1173011937253088,0.9779518751360138
2019-03-18,0.003699,0.3699,0.7004625967576925,0.726972243936461,2.1608426033238217,1.1534544530669602,0.9779518751360138
2019-03-19,-0.000131,0.0131,0.6834325044528539,0.7092941602256919,2.1416284914947683,1.0831707861182371,0.9779518751360138
2019-03-20,-0.002949,0.2949,0.6545995644730732,0.6880834699343076,2.1148896099472063,1.0580732779443964,0.9779518751360138
2019-03-21,0.010794,1.0794,0.6355825300959664,0.6774891925643288,2.1100008115613975,1.0561703444994088,0.9779518751360138
2019-03-22,-0.019157,1.9157,0.7019455440032146,0.7065842280310968,2.1100930867690697,1.2544819924973016,0.9779518751360138
2019-03-25,-0.000839,0.0839,0.8887218567493758,0.9913013668182855,2.2301764341930426,1.640775857422335,0.9779518751360138
2019-03-26,0.007157,0.7157,0.8478718903907229,0.948645898301887,2.2057363962647103,1.1837131584552063,0.9779518751360138
2019-03-27,-0.004655,0.4655,0.8371077577419777,0.9263604389991184,2.1936045053890334,1.2687605996010436,0.9779518751360138
2019-03-28,0.003583,0.3583,0.8100139405368263,0.9067310014794595,2.1989003575527795,1.2313060528966793,0.9779518751360138
2019-03-29,0.006712,0.6712,0.7813744599546311,0.875038218784067,2.178151987991632,1.1934082756961257,0.9779518751360138
2019-04-01,0.011502,1.1502000000000001,0.7765970905921926,0.8553020086712146,2.1658185649695927,1.1611548918210697,0.9779518751360138
2019-04-02,1.7e-05,0.0017,0.8267747083691027,0.8697375979148689,2.1658747283737965,1.3209929420704714,0.9779518751360138
2019-04-03,0.002146,0.21459999999999999,0.7835219897347698,0.8358569615693132,2.137405325621906,1.1164817620543561,0.9779518751360138
2019-04-04,0.002082,0.2082,0.7523259317777996,0.8062214950255661,2.1151327462774225,1.1186419316742957,0.9779518751360138
2019-04-05,0.004626,0.4626,0.7269483150596607,0.7760693120606658,2.093382081353875,1.1160717406600706,0.9779518751360138
2019-04-08,0.001047,0.1047,0.7121724017733444,0.7571572617738496,2.078689490208577,1.1353456771397863,0.9779518751360138
2019-04-09,-0.006086,0.6086,0.6877400740727082,0.7299602981798128,2.055593433670694,1.064274301061526,0.9779518751360138
2019-04-10,0.003472,0.3472,0.6883959042070844,0.7413380137840722,2.0762466259644996,1.1331164770666784,0.9779518751360138
2019-04-11,3.8e-05,0.0038000000000000004,0.6723620585333079,0.7208044174432978,2.0592400417065964,1.086730236903345,0.9779518751360138
2019-04-12,0.006588,0.6588,0.6490727345733933,0.6968504843579734,2.0342804759277278,1.0655169797333124,0.9779518751360138
2019-04-15,-0.00063,0.063,0.6594967582540938,0.6935312535952153,2.026360896523951,1.140163072415521,0.9779518751360138
2019-04-16,0.000509,0.0509,0.6383387500439268,0.6713086166640091,2.007024466126279,1.0719140076983789,0.9779518751360138
2019-04-17,-0.002276,0.22759999999999997,0.6067333695979047,0.6509324474956979,1.9848883868385767,1.060189567766067,0.9779518751360138
2019-04-18,0.001578,0.1578,0.6041850326943652,0.6374364028460191,1.9791234224922023,1.065950629625969,0.9779518751360138
2019-04-22,0.001012,0.10120000000000001,0.5894376636949538,0.6200911097448404,1.9604879109808082,1.0623445293782994,0.9779518751360138
2019-04-23,0.008802,0.8802000000000001,0.5745498588615531,0.6037905370828069,1.9410493155451698,1.047497638851754,0.9779518751360138
2019-04-24,-0.002194,0.2194,0.625958308580557,0.625704900107483,1.9415633396876388,1.186243428896447,0.9779518751360138
2019-04-25,-0.000369,0.0369,0.608021626912409,0.6139389666536964,1.9365475597426747,1.0580042610027618,0.9779518751360138
2019-04-26,0.004674,0.46740000000000004,0.5909342866924879,0.597006971657279,1.9180751346924263,1.0487700743251593,0.9779518751360138
2019-04-29,0.001071,0.10709999999999999,0.5926176806851272,0.5930754033919564,1.9090315640734188,1.0883841919101913,0.9779518751360138
2019-04-30,0.000951,0.0951,0.5774110134269445,0.5782623627136843,1.8913017565427508,1.0536386318373108,0.9779518751360138
2019-05-01,-0.00753,0.753,0.5633734519177499,0.5649108638834648,1.873830578607635,1.030615978868948,0.9779518751360138
2019-05-02,-0.002126,0.21259999999999998,0.5970629020025419,0.6199143796436556,1.9112623683196626,1.1356735430571587,0.9779518751360138
2019-05-03,0.009592,0.9591999999999999,0.5838311446563523,0.6081563333849304,1.906668215628355,1.0473649930181934,0.9779518751360138
2019-05-06,-0.004481,0.4481,0.6403584156254072,0.6365528155454196,1.9102430505867587,1.2060154297934997,0.9779518751360138
2019-05-07,-0.016649,1.6649,0.634306095163055,0.6407166394761921,1.9233848179957953,1.102558457815276,0.9779518751360138
2019-05-08,-0.001607,0.16069999999999998,0.9189084192230154,0.8817373435650228,2.0302010606831664,1.519399855403442,0.9779518751360138
2019-05-09,-0.003026,0.3026,0.7628394131389935,0.8488307352652759,2.018013628788265,1.1459055263415043,0.9779518751360138
2019-05-10,0.003713,0.3713,0.7372515436198525,0.8237069685775563,2.0168213501151575,1.1574529780945748,0.9779518751360138
2019-05-13,-0.024426,2.4426,0.7167648096600335,0.797950994635661,2.002312753110906,1.1430852821640212,0.9779518751360138
2019-05-14,0.007984,0.7984,1.0073874495509592,1.1962054988785542,2.168679949588823,1.9367453046283603,0.9779518751360138
2019-05-15,0.005822,0.5821999999999999,0.9844327729246101,1.1594751601846731,2.1598567546019356,1.3282286772992067,0.9779518751360138
2019-05-16,0.008856,0.8855999999999999,0.9501542484282017,1.1174291001890644,2.145960872191705,1.2952060655355193,0.9779518751360138
2019-05-17,-0.005854,0.5854,1.0304228801989865,1.090722198683835,2.140074961107652,1.3721482623244472,0.9779518751360138
2019-05-20,-0.006772,0.6772,0.9102564522104762,1.0664042235529594,2.1561968603323782,1.3205770236907803,0.9779518751360138
2019-05-21,0.00846,0.8460000000000001,0.8895854479828152,1.0516661133024545,2.178727128557575,1.2075169974373032,0.9779518751360138
2019-05-22,-0.002828,0.2828,0.883871461099577,1.0281679769418617,2.1707645087923497,1.2488765003394051,0.9779518751360138
2019-05-23,-0.011986,1.1986,0.8458114201247787,0.9904450937170869,2.1631302075897705,1.1499312766856984,0.9779518751360138
2019-05-24,0.001353,0.1353,0.883229581039307,1.050487842385932,2.225296919343792,1.3575475160376524,0.9779518751360138
2019-05-28,-0.008411,0.8411,0.8418110777205329,1.0063381127919169,2.198156775972342,1.1518490252198854,0.9779518751360138
2019-05-29,-0.006936,0.6936,0.843161848858865,1.0141220133311066,2.2316965314052863,1.2609314442506383,0.9779518751360138
2019-05-30,0.002096,0.2096,0.8328513571597249,1.005250716147585,2.2529061132813633,1.2244457110055962,0.9779518751360138
2019-05-31,-0.013283,1.3283,0.798657741613296,0.9644138258120759,2.2266636348684763,1.1594943794171666,0.9779518751360138
2019-06-03,-0.002769,0.27690000000000003,0.8644737910750181,1.0501967146066453,2.2966246830161396,1.408475053382203,0.9779518751360138
2019-06-04,0.021206,2.1206,0.81607222431612,1.0107505245212784,2.284304724843464,1.179704677154414,0.9779518751360138
2019-06-05,0.008129,0.8129000000000001,1.018368260634728,1.1005457442890056,2.304718571253518,1.791838456111488,0.9779518751360138
2019-06-06,0.006117,0.6117,0.9974516787893364,1.0716259998409063,2.2916759246579925,1.3697546185357434,0.9779518751360138
2019-06-07,0.010443,1.0443,0.96504545450278,1.0368128378937933,2.2740879467571578,1.3406923210043384,0.9779518751360138
2019-06-10,0.004649,0.46490000000000004,0.9696368488209199,1.0258783977144603,2.267858652633632,1.4110097307956455,0.9779518751360138
2019-06-11,-0.00035,0.034999999999999996,0.9322595944061833,0.9895023512821944,2.2474422624520725,1.3019863177468496,0.9779518751360138
2019-06-12,-0.00204,0.20400000000000001,0.8874193925184142,0.9487778566369537,2.2188149807511848,1.1615956004135002,0.9779518751360138
2019-06-13,0.004089,0.4089,0.8485761295428794,0.9136232249125286,2.2036928448672573,1.1512285991061897,0.9779518751360138
2019-06-14,-0.001613,0.1613,0.8199879322126479,0.883267058303191,2.1840452233454943,1.1396805669133787,0.9779518751360138
2019-06-17,0.000931,0.0931,0.7859665606343167,0.8512462569926514,2.1669099391163478,1.0860346798790543,0.9779518751360138
2019-06-18,0.00967,0.967,0.7540561373464464,0.819427681096037,2.1406663016530687,1.0759405381339622,0.9779518751360138
2019-06-19,0.002981,0.29810000000000003,0.7819940933891409,0.8245082155976691,2.1369794320336006,1.2407398536760232,0.9779518751360138
2019-06-20,0.009428,0.9428000000000001,0.7555255409576193,0.7975473826168278,2.1167909347063807,1.115147102000449,0.9779518751360138
2019-06-21,-0.00126,0.126,0.7805785215558123,0.8031233232411314,2.1132795646624376,1.2534588215813076,0.9779518751360138
2019-06-24,-0.001733,0.17329999999999998,0.7500789596018359,0.7756539235944196,2.0958437598055455,1.1216075837832054,0.9779518751360138
2019-06-25,-0.009542,0.9542,0.7251577467826935,0.7503525429574072,2.082467075425035,1.1241623418350217,0.9779518751360138
2019-06-26,-0.001235,0.1235,0.7568007718823355,0.8085148478794336,2.128582130307966,1.2510662286625758,0.9779518751360138
2019-06-27,0.003816,0.3816,0.729700973813252,0.7801740420403865,2.1104444892678162,1.116863287067849,0.9779518751360138
2019-06-28,0.005741,0.5740999999999999,0.7134755011837969,0.7583752539825639,2.093186913745227,1.114808641516561,0.9779518751360138
2019-07-01,0.007643,0.7643,0.710856321274706,0.7459085721599813,2.081272347586468,1.1508677516552455,0.9779518751360138
2019-07-02,0.002924,0.2924,0.7249465000648875,0.7449379605087587,2.074475748870537,1.2050906144767703,0.9779518751360138
2019-07-03,0.007643,0.7643,0.6953951061309609,0.723330259031789,2.056163701250985,1.1006474047123356,0.9779518751360138
2019-07-05,-0.001808,0.1808,0.7207688143633804,0.7243006202913175,2.050172398226685,1.193802122715486,0.9779518751360138
2019-07-08,-0.004847,0.48469999999999996,0.6987042630349385,0.7035760745981539,2.0388488512418825,1.0866149770272817,0.9779518751360138
2019-07-09,0.001236,0.12359999999999999,0.6925380441699891,0.7048227864020713,2.0506839822470746,1.1142620380323471,0.9779518751360138
2019-07-10,0.004501,0.4501,0.6722907011804503,0.6831071892734804,2.028962113015122,1.0615923147800195,0.9779518751360138
2019-07-11,0.002283,0.22829999999999998,0.6672855869929178,0.6712078756421629,2.016011989007309,1.091184503418189,0.9779518751360138
2019-07-12,0.00461,0.461,0.6523600921481102,0.6532370141014191,1.9979778710878873,1.0509316349315974,0.9779518751360138
2019-07-15,0.000176,0.0176,0.6506862520146378,0.6446299528380162,1.9862922443701174,1.0832821614888708,0.9779518751360138
2019-07-16,-0.00341,0.34099999999999997,0.6337753493274574,0.6265918398232082,1.9639810828048283,1.0415064979153996,0.9779518751360138
2019-07-17,-0.006553,0.6553,0.6272699303930325,0.6231001042935698,1.967381744490351,1.0634269036939024,0.9779518751360138
2019-07-18,0.003576,0.35760000000000003,0.644916085198723,0.6546039939894273,1.9944312290675392,1.1216587938406224,0.9779518751360138
2019-07-19,-0.006196,0.6196,0.6379607517107183,0.6418159647352827,1.980281588012,1.076251294075877,0.9779518751360138
2019-07-22,0.002825,0.2825,0.6506683393661999,0.6659202574834078,2.0042073143911403,1.1192395763195653,0.9779518751360138
2019-07-23,0.006824,0.6824,0.6395975407075458,0.6500811014771035,1.9878938815367013,1.0728197315952015,0.9779518751360138
2019-07-24,0.004677,0.46769999999999995,0.657873527084296,0.6535670669140736,1.9820338249087293,1.1413701020265075,0.9779518751360138
2019-07-25,-0.005276,0.5276000000000001,0.6556426760983639,0.6448223216917913,1.9710097941434275,1.098038993023472,0.9779518751360138
